
                     #two               4                RECORD_OR_UNION        Not a number           INPUT_PARAMETERS        NO            RECORD_OR_UNION
                   d5cc34               4                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                    input               4               INPUT_PARAMETERS        Not a number               FUNCTION_SEQ        NO           INPUT_PARAMETERS
                   #point               4                RECORD_OR_UNION        Not a number           INPUT_PARAMETERS        NO            RECORD_OR_UNION
                     b5c6               4                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   output               5              OUTPUT_PARAMETERS        Not a number               FUNCTION_SEQ        NO          OUTPUT_PARAMETERS
                     real               5                           REAL        Not a number          OUTPUT_PARAMETERS        NO                       REAL
                       d3               5                             ID        Not a number                       REAL       YES                 Leaf node 
                   #point               8                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
               beginpoint               8                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                     #two               7                RECORD_OR_UNION        Not a number               FUNCTION_SEQ        NO            RECORD_OR_UNION
                   #point               9                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                 endpoint               9                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                     #two              13                RECORD_OR_UNION        Not a number               FUNCTION_SEQ        NO            RECORD_OR_UNION
                   b5b567              13                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                     #one              14                RECORD_OR_UNION        Not a number               FUNCTION_SEQ        NO            RECORD_OR_UNION
                       b3              14                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   #point              15                RECORD_OR_UNION        Not a number               FUNCTION_SEQ        NO            RECORD_OR_UNION
                       d5              15                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   b5b567              16                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              16                       ASSIGNOP        Not a number               FUNCTION_SEQ        NO                   ASSIGNOP
                       c6              16                             ID        Not a number                   MULTIPLY       YES                 Leaf node 
                        *              16                       MULTIPLY        Not a number                   ASSIGNOP        NO                   MULTIPLY
                        2              16                            NUM                    2                  MULTIPLY       YES                 Leaf node 
                       b3              17                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              17                       ASSIGNOP        Not a number               FUNCTION_SEQ        NO                   ASSIGNOP
                       c6              17                             ID        Not a number                      MINUS       YES                 Leaf node 
                        -              17                          MINUS        Not a number                   ASSIGNOP        NO                      MINUS
                       c3              17                             ID        Not a number                      MINUS       YES                 Leaf node 
                   b5b567              18                             ID        Not a number                 LESS_EQUAL       YES                 Leaf node 
                       <=              18                     LESS_EQUAL        Not a number                  ITERATIVE        NO                 LESS_EQUAL
                   d5cc34              18                             ID        Not a number                 LESS_EQUAL       YES                 Leaf node 
                     read              19                         IOREAD        Not a number                  ITERATIVE        NO                     IOREAD
                     c3bd              19                             ID        Not a number                     IOREAD       YES                 Leaf node 
                       d3              20                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              20                       ASSIGNOP        Not a number                  ITERATIVE        NO                   ASSIGNOP
                       d3              20                             ID        Not a number                       PLUS       YES                 Leaf node 
                        +              20                           PLUS        Not a number                   ASSIGNOP        NO                       PLUS
                     c3bd              20                             ID        Not a number                       PLUS       YES                 Leaf node 
                    while              18                      ITERATIVE        Not a number               FUNCTION_SEQ        NO                  ITERATIVE
                   b5b567              21                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              21                       ASSIGNOP        Not a number                  ITERATIVE        NO                   ASSIGNOP
                   b5b567              21                             ID        Not a number                       PLUS       YES                 Leaf node 
                        +              21                           PLUS        Not a number                   ASSIGNOP        NO                       PLUS
                        1              21                            NUM                    1                      PLUS       YES                 Leaf node 
           _unionfunction               4                   FUNCTION_SEQ        Not a number                    PROGRAM        NO               FUNCTION_SEQ
                   return              23                         RETURN        Not a number               FUNCTION_SEQ        NO                     RETURN
                       d3              23                             ID        Not a number                     RETURN       YES                 Leaf node 
                   ------               1                        PROGRAM        Not a number                      ROOT         NO                    PROGRAM
                     real              29                           REAL        Not a number            RECORD_OR_UNION        NO                       REAL
                        x              29                        FIELDID        Not a number                       REAL       YES                 Leaf node 
                     #one              28                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                     real              30                           REAL        Not a number            RECORD_OR_UNION        NO                       REAL
                        y              30                        FIELDID        Not a number                       REAL       YES                 Leaf node 
                   record              32                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                     #one              32                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
               definetype              32                     DEFINETYPE        Not a number              MAIN_FUNCTION        NO                 DEFINETYPE
                   #point              32                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                   record              33                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                     #two              33                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
               definetype              33                     DEFINETYPE        Not a number              MAIN_FUNCTION        NO                 DEFINETYPE
                    #line              33                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                   record              34                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                   #pooop              34                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
               definetype              34                     DEFINETYPE        Not a number              MAIN_FUNCTION        NO                 DEFINETYPE
                    #line              34                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                    #line              36                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                       ln              36                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   #point              37                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                       pt              37                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                    #four              35                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                #traingle              38                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                       tr              38                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   record              40                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                   #three              40                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
               definetype              40                     DEFINETYPE        Not a number              MAIN_FUNCTION        NO                 DEFINETYPE
                #triangle              40                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                    #line              42                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                     base              42                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                   #three              41                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                    #line              43                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                   height              43                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                    union              45                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                    #four              45                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
               definetype              45                     DEFINETYPE        Not a number              MAIN_FUNCTION        NO                 DEFINETYPE
                   #shape              45                RECORD_OR_UNION        Not a number                 DEFINETYPE       YES                 Leaf node 
                      int              47                        INTEGER        Not a number            RECORD_OR_UNION        NO                    INTEGER
                      tag              47                        FIELDID        Not a number                    INTEGER       YES                 Leaf node 
           #variantrecord              46                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                   #shape              48                RECORD_OR_UNION        Not a number            RECORD_OR_UNION        NO            RECORD_OR_UNION
                        s              48                        FIELDID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
           #variantrecord              51                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                       d4              51                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                      int              52                        INTEGER        Not a number              MAIN_FUNCTION        NO                    INTEGER
                       b5              52                             ID        Not a number                    INTEGER       YES                 Leaf node 
                      int              53                        INTEGER        Not a number              MAIN_FUNCTION        NO                    INTEGER
                d5cb34567              53                             ID        Not a number                    INTEGER       YES                 Leaf node 
           #variantrecord              54                RECORD_OR_UNION        Not a number              MAIN_FUNCTION        NO            RECORD_OR_UNION
                     b5c6              54                             ID        Not a number            RECORD_OR_UNION       YES                 Leaf node 
                     b5c6              55                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              55                       ASSIGNOP        Not a number              MAIN_FUNCTION        NO                   ASSIGNOP
                     b5c6              55                             ID        Not a number                       PLUS        NO                         ID
                      tag              55                        FIELDID        Not a number                         ID       YES                 Leaf node 
                        +              55                           PLUS        Not a number                      MINUS        NO                       PLUS
